pathway,n_genes,corr,abs_corr,sign
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,26,0.7036266326904297,0.7036266326904297,1
REACTOME_DAG_AND_IP3_SIGNALING,8,,,0
REACTOME_DAP12_INTERACTIONS,13,0.7352081537246704,0.7352081537246704,1
REACTOME_DAP12_SIGNALING,12,0.7725626826286316,0.7725626826286316,1
REACTOME_DARPP_32_EVENTS,7,,,0
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING,4,,,0
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,22,0.6596372723579407,0.6596372723579407,1
REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX,12,0.7435508370399475,0.7435508370399475,1
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,16,0.7699869871139526,0.7699869871139526,1
REACTOME_DEADENYLATION_OF_MRNA,3,,,0
REACTOME_DEATH_RECEPTOR_SIGNALLING,40,0.6316806674003601,0.6316806674003601,1
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,5,,,0
REACTOME_DECTIN_2_FAMILY,5,,,0
REACTOME_DEFECTIVE_B4GALT1_CAUSES_B4GALT1_CDG_CDG_2D,0,,,0
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE,4,,,0
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TNPS,1,,,0
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,5,,,0
REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE,1,,,0
REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD,1,,,0
REACTOME_DEFECTIVE_CHST6_CAUSES_MCDC1,0,,,0
REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS,1,,,0
REACTOME_DEFECTIVE_CSF2RB_CAUSES_SMDP5,0,,,0
REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2,2,,,0
REACTOME_DEFECTIVE_F9_ACTIVATION,2,,,0
REACTOME_DEFECTIVE_FACTOR_IX_CAUSES_HEMOPHILIA_B,2,,,0
REACTOME_DEFECTIVE_FACTOR_VIII_CAUSES_HEMOPHILIA_A,2,,,0
REACTOME_DEFECTIVE_GALNT3_CAUSES_HFTC,2,,,0
REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS,7,,,0
REACTOME_DEFECTIVE_LFNG_CAUSES_SCDO3,0,,,0
REACTOME_DEFECTIVE_RIPK1_MEDIATED_REGULATED_NECROSIS,1,,,0
REACTOME_DEFECTIVE_ST3GAL3_CAUSES_MCT12_AND_EIEE15,1,,,0
REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM,1,,,0
REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM,3,,,0
REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM,4,,,0
REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS,5,,,0
REACTOME_DEFENSINS,2,,,0
REACTOME_DEGRADATION_OF_AXIN,7,,,0
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,12,0.7121625542640686,0.7121625542640686,1
REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE,5,,,0
REACTOME_DEGRADATION_OF_DVL,6,,,0
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,7,,,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,24,0.6319769024848938,0.6319769024848938,1
REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA,6,,,0
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,8,,,0
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS,1,,,0
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,5,,,0
REACTOME_DEUBIQUITINATION,53,0.6952083706855774,0.6952083706855774,1
REACTOME_DEVELOPMENTAL_BIOLOGY,172,0.7426455020904541,0.7426455020904541,1
REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION,0,,,0
REACTOME_DIGESTION,1,,,0
REACTOME_DIGESTION_AND_ABSORPTION,2,,,0
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE,1,,,0
REACTOME_DIGESTION_OF_DIETARY_LIPID,0,,,0
REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE,2,,,0
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,7,,,0
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS,6,,,0
REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS,6,,,0
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS,9,,,0
REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM,1,,,0
REACTOME_DISEASES_OF_BASE_EXCISION_REPAIR,3,,,0
REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM,9,,,0
REACTOME_DISEASES_OF_DNA_REPAIR,10,0.7379003763198853,0.7379003763198853,1
REACTOME_DISEASES_OF_GLYCOSYLATION,28,0.6586363315582275,0.6586363315582275,1
REACTOME_DISEASES_OF_IMMUNE_SYSTEM,10,0.8701281547546387,0.8701281547546387,1
REACTOME_DISEASES_OF_METABOLISM,47,0.7775704860687256,0.7775704860687256,1
REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR,1,,,0
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE,15,0.6872737407684326,0.6872737407684326,1
REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,13,0.7808822393417358,0.7808822393417358,1
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,85,0.7230822443962097,0.7230822443962097,1
REACTOME_DISINHIBITION_OF_SNARE_FORMATION,0,,,0
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,30,0.7833718657493591,0.7833718657493591,1
REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1,4,,,0
REACTOME_DISSOLUTION_OF_FIBRIN_CLOT,4,,,0
REACTOME_DNA_DAMAGE_BYPASS,16,0.5564744472503662,0.5564744472503662,1
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,17,0.8214554786682129,0.8214554786682129,1
REACTOME_DNA_DAMAGE_REVERSAL,2,,,0
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,5,,,0
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,36,0.7768316268920898,0.7768316268920898,1
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,8,,,0
REACTOME_DNA_METHYLATION,0,,,0
REACTOME_DNA_REPAIR,80,0.5975728034973145,0.5975728034973145,1
REACTOME_DNA_REPLICATION,35,0.7146499752998352,0.7146499752998352,1
REACTOME_DNA_REPLICATION_INITIATION,3,,,0
REACTOME_DNA_REPLICATION_PRE_INITIATION,19,0.7085532546043396,0.7085532546043396,1
REACTOME_DNA_STRAND_ELONGATION,14,0.7876467108726501,0.7876467108726501,1
REACTOME_DOPAMINE_CLEARANCE_FROM_THE_SYNAPTIC_CLEFT,1,,,0
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE,2,,,0
REACTOME_DOPAMINE_RECEPTORS,0,,,0
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING,5,,,0
REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING,7,,,0
REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING,3,,,0
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY,8,,,0
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING,8,,,0
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,12,0.7926167249679565,0.7926167249679565,1
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1,6,,,0
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,5,,,0
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3,4,,,0
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4,4,,,0
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,10,0.7172641158103943,0.7172641158103943,1
REACTOME_DSCAM_INTERACTIONS,2,,,0
REACTOME_DUAL_INCISION_IN_GG_NER,18,0.722323477268219,0.722323477268219,1
REACTOME_DUAL_INCISION_IN_TC_NER,23,0.7642876505851746,0.7642876505851746,1
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION,4,,,0
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION,8,,,0
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,14,0.6888575553894043,0.6888575553894043,1
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE,3,,,0
REACTOME_ECM_PROTEOGLYCANS,15,0.5135887265205383,0.5135887265205383,1
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS,7,,,0
REACTOME_EGFR_DOWNREGULATION,7,,,0
REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA,3,,,0
REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN,1,,,0
REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION,6,,,0
REACTOME_EICOSANOIDS,0,,,0
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS,6,,,0
REACTOME_ELASTIC_FIBRE_FORMATION,7,,,0
REACTOME_ELECTRIC_TRANSMISSION_ACROSS_GAP_JUNCTIONS,0,,,0
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS,4,,,0
REACTOME_ENDOGENOUS_STEROLS,3,,,0
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT,4,,,0
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,3,,,0
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK,4,,,0
REACTOME_ENOS_ACTIVATION,2,,,0
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE,7,,,0
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,6,,,0
REACTOME_EPHRIN_SIGNALING,3,,,0
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS,8,,,0
REACTOME_EPH_EPHRIN_SIGNALING,14,0.6811002492904663,0.6811002492904663,1
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,24,0.71518474817276,0.71518474817276,1
REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING,5,,,0
REACTOME_ERBB2_REGULATES_CELL_MOTILITY,4,,,0
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION,6,,,0
REACTOME_ERKS_ARE_INACTIVATED,1,,,0
REACTOME_ERK_MAPK_TARGETS,4,,,0
REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN,5,,,0
REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE,5,,,0
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K,6,,,0
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOLIPASE_C_GAMMA_PLCG,3,,,0
REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS,4,,,0
REACTOME_ERYTHROPOIETIN_ACTIVATES_STAT5,3,,,0
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC,4,,,0
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,24,0.6820421814918518,0.6820421814918518,1
REACTOME_ESR_MEDIATED_SIGNALING,50,0.777694582939148,0.777694582939148,1
REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION,4,,,0
REACTOME_ESTROGEN_BIOSYNTHESIS,0,,,0
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,29,0.7336716055870056,0.7336716055870056,1
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING,8,,,0
REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ,2,,,0
REACTOME_ETHANOL_OXIDATION,1,,,0
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,5,,,0
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,14,0.8730963468551636,0.8730963468551636,1
REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS,10,0.6506502032279968,0.6506502032279968,1
REACTOME_EXTENSION_OF_TELOMERES,21,0.8186225295066833,0.8186225295066833,1
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,54,0.6858211755752563,0.6858211755752563,1
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,25,0.5931411385536194,0.5931411385536194,1
REACTOME_EXTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,0,,,0
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,37,0.742348849773407,0.742348849773407,1
REACTOME_FANCONI_ANEMIA_PATHWAY,11,0.796037495136261,0.796037495136261,1
REACTOME_FASL_CD95L_SIGNALING,3,,,0
REACTOME_FATTY_ACIDS,0,,,0
REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION,1,,,0
REACTOME_FATTY_ACID_METABOLISM,37,0.618195116519928,0.618195116519928,1
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,10,0.7596145272254944,0.7596145272254944,1
REACTOME_FBXW7_MUTANTS_AND_NOTCH1_IN_CANCER,0,,,0
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION,12,0.4894293248653412,0.4894293248653412,1
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,10,0.8249162435531616,0.8249162435531616,1
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION,13,0.7236413955688477,0.7236413955688477,1
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,18,0.6602370738983154,0.6602370738983154,1
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,12,0.4969933032989502,0.4969933032989502,1
REACTOME_FCGR_ACTIVATION,5,,,0
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,32,0.829315721988678,0.829315721988678,1
REACTOME_FERTILIZATION,5,,,0
REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION,1,,,0
REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION,1,,,0
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION,2,,,0
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION,6,,,0
REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION,3,,,0
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION,1,,,0
REACTOME_FGFR2_ALTERNATIVE_SPLICING,6,,,0
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION,4,,,0
REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION,6,,,0
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION,1,,,0
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION,2,,,0
REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING,1,,,0
REACTOME_FIBRONECTIN_MATRIX_FORMATION,0,,,0
REACTOME_FICOLINS_BIND_TO_REPETITIVE_CARBOHYDRATE_STRUCTURES_ON_THE_TARGET_CELL_SURFACE,1,,,0
REACTOME_FLT3_SIGNALING,14,0.8906075954437256,0.8906075954437256,1
REACTOME_FLT3_SIGNALING_BY_CBL_MUTANTS,3,,,0
REACTOME_FLT3_SIGNALING_IN_DISEASE,12,0.7925176024436951,0.7925176024436951,1
REACTOME_FLT3_SIGNALING_THROUGH_SRC_FAMILY_KINASES,3,,,0
REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC,3,,,0
REACTOME_FORMATION_OF_APOPTOSOME,0,,,0
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,0,,,0
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,8,,,0
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,15,0.7002554535865784,0.7002554535865784,1
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX,16,0.7827039361000061,0.7827039361000061,1
REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF,1,,,0
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX,13,0.8163394927978516,0.8163394927978516,1
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX,10,0.8338927030563354,0.8338927030563354,1
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE,8,,,0
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX,9,,,0
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,5,,,0
REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE,0,,,0
REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS,3,,,0
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,17,0.7690438628196716,0.7690438628196716,1
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES,4,,,0
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES,8,,,0
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,6,,,0
REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION,1,,,0
REACTOME_FREE_FATTY_ACID_RECEPTORS,0,,,0
REACTOME_FRS_MEDIATED_FGFR1_SIGNALING,3,,,0
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING,3,,,0
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING,2,,,0
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING,2,,,0
REACTOME_FRUCTOSE_CATABOLISM,1,,,0
REACTOME_FRUCTOSE_METABOLISM,1,,,0
REACTOME_G0_AND_EARLY_G1,11,0.49063777923583984,0.49063777923583984,1
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,7,,,0
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION,13,0.7513972520828247,0.7513972520828247,1
REACTOME_G2_M_CHECKPOINTS,24,0.6611624360084534,0.6611624360084534,1
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,12,0.785226047039032,0.785226047039032,1
REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT,0,,,0
REACTOME_G2_PHASE,1,,,0
REACTOME_GAB1_SIGNALOSOME,3,,,0
REACTOME_GABA_B_RECEPTOR_ACTIVATION,11,0.7512006759643555,0.7512006759643555,1
REACTOME_GABA_RECEPTOR_ACTIVATION,12,0.8224993944168091,0.8224993944168091,1
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION,1,,,0
REACTOME_GALACTOSE_CATABOLISM,3,,,0
REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION,13,0.6256577372550964,0.6256577372550964,1
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS,1,,,0
REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER,10,0.686345100402832,0.686345100402832,1
REACTOME_GAP_JUNCTION_ASSEMBLY,3,,,0
REACTOME_GAP_JUNCTION_DEGRADATION,2,,,0
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,5,,,0
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,2,,,0
REACTOME_GDP_FUCOSE_BIOSYNTHESIS,1,,,0
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,17,0.7962028384208679,0.7962028384208679,1
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,7,,,0
REACTOME_GENE_SILENCING_BY_RNA,21,0.8567904829978943,0.8567904829978943,1
REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION,1,,,0
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER,31,0.6334177255630493,0.6334177255630493,1
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION,15,0.7691658139228821,0.7691658139228821,1
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION,11,0.5985828638076782,0.5985828638076782,1
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS,12,0.7299080491065979,0.7299080491065979,1
REACTOME_GLUCOCORTICOID_BIOSYNTHESIS,0,,,0
REACTOME_GLUCONEOGENESIS,6,,,0
REACTOME_GLUCOSE_METABOLISM,18,0.7415010929107666,0.7415010929107666,1
REACTOME_GLUCURONIDATION,0,,,0
REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM,2,,,0
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE,3,,,0
REACTOME_GLUTATHIONE_CONJUGATION,8,,,0
REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,2,,,0
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,26,0.7352728843688965,0.7352728843688965,1
REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM,3,,,0
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS,4,,,0
REACTOME_GLYCOGEN_METABOLISM,8,,,0
REACTOME_GLYCOGEN_STORAGE_DISEASES,6,,,0
REACTOME_GLYCOGEN_SYNTHESIS,6,,,0
REACTOME_GLYCOLYSIS,14,0.7810403108596802,0.7810403108596802,1
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,19,0.6791386008262634,0.6791386008262634,1
REACTOME_GLYCOSPHINGOLIPID_METABOLISM,7,,,0
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,7,,,0
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,15,0.47865530848503113,0.47865530848503113,1
REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION,0,,,0
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT,24,0.7887120246887207,0.7887120246887207,1
REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING,4,,,0
REACTOME_GPCR_LIGAND_BINDING,92,0.6516106724739075,0.6516106724739075,1
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,10,0.6251658201217651,0.6251658201217651,1
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING,4,,,0
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,2,,,0
REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING,3,,,0
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING,6,,,0
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS,27,0.6859890818595886,0.6859890818595886,1
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,79,0.46809008717536926,0.46809008717536926,1
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,52,0.6278730630874634,0.6278730630874634,1
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS,26,0.6627598404884338,0.6627598404884338,1
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS,13,0.6359062790870667,0.6359062790870667,1
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42,8,,,0
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA,9,,,0
REACTOME_G_PROTEIN_ACTIVATION,9,,,0
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING,10,0.7545775175094604,0.7545775175094604,1
REACTOME_G_PROTEIN_MEDIATED_EVENTS,9,,,0
REACTOME_HATS_ACETYLATE_HISTONES,26,0.7953307032585144,0.7953307032585144,1
REACTOME_HCMV_EARLY_EVENTS,20,0.808449923992157,0.808449923992157,1
REACTOME_HCMV_INFECTION,24,0.6303371787071228,0.6303371787071228,1
REACTOME_HCMV_LATE_EVENTS,13,0.7834675908088684,0.7834675908088684,1
REACTOME_HDACS_DEACETYLATE_HISTONES,12,0.6420316696166992,0.6420316696166992,1
REACTOME_HDL_ASSEMBLY,2,,,0
REACTOME_HDL_CLEARANCE,1,,,0
REACTOME_HDL_REMODELING,4,,,0
REACTOME_HDMS_DEMETHYLATE_HISTONES,6,,,0
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,21,0.6751305460929871,0.6751305460929871,1
REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ,3,,,0
REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA,12,0.8712599873542786,0.8712599873542786,1
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,4,,,0
REACTOME_HEDGEHOG_OFF_STATE,18,0.6852650046348572,0.6852650046348572,1
REACTOME_HEDGEHOG_ON_STATE,11,0.6869202256202698,0.6869202256202698,1
REACTOME_HEME_BIOSYNTHESIS,3,,,0
REACTOME_HEME_DEGRADATION,2,,,0
REACTOME_HEME_SIGNALING,14,0.816855251789093,0.816855251789093,1
REACTOME_HEMOSTASIS,146,0.6866235136985779,0.6866235136985779,1
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,9,,,0
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS,1,,,0
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS,1,,,0
REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS,1,,,0
REACTOME_HISTIDINE_CATABOLISM,0,,,0
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY,7,,,0
REACTOME_HIV_INFECTION,44,0.8480179309844971,0.8480179309844971,1
